"Id","OrderId","PricebookEntryId","Product2Id","Quantity","UnitPrice"
"802B0000000mgVWIAY","801B0000000LyR7IAK","01uB00000011k0UIAQ","01tB0000000mFnlIAE","24.0","4772.0"
"802B0000000mgVXIAY","801B0000000LyR8IAK","01uB00000011k0UIAQ","01tB0000000mFnlIAE","25.0","4772.0"
"802B0000000mgVYIAY","801B0000000LyR9IAK","01uB00000011k0UIAQ","01tB0000000mFnlIAE","25.0","4772.0"
"802B0000000mgVZIAY","801B0000000LyRAIA0","01uB00000011k0UIAQ","01tB0000000mFnlIAE","26.0","4772.0"
"802B0000000mgVaIAI","801B0000000LyRBIA0","01uB00000011k0UIAQ","01tB0000000mFnlIAE","25.0","4772.0"
"802B0000000mgVbIAI","801B0000000LyMkIAK","01uB00000011k0bIAA","01tB0000000mFnpIAE","116.0","760.0"
"802B0000000mgVcIAI","801B0000000LyMlIAK","01uB00000011k0bIAA","01tB0000000mFnpIAE","131.0","760.0"
"802B0000000mgVdIAI","801B0000000LyMmIAK","01uB00000011k0bIAA","01tB0000000mFnpIAE","114.0","760.0"
"802B0000000mgVeIAI","801B0000000LyMnIAK","01uB00000011k0bIAA","01tB0000000mFnpIAE","115.0","760.0"
"802B0000000mgVfIAI","801B0000000LyMoIAK","01uB00000011k0bIAA","01tB0000000mFnpIAE","126.0","760.0"
"802B0000000mgVgIAI","801B0000000LyMpIAK","01uB00000011k0bIAA","01tB0000000mFnpIAE","127.0","760.0"
"802B0000000mgVhIAI","801B0000000LyMqIAK","01uB00000011k0bIAA","01tB0000000mFnpIAE","121.0","760.0"
"802B0000000mgViIAI","801B0000000LyMrIAK","01uB00000011k0bIAA","01tB0000000mFnpIAE","132.0","760.0"
"802B0000000mgVjIAI","801B0000000LyMsIAK","01uB00000011k0bIAA","01tB0000000mFnpIAE","118.0","760.0"
"802B0000000mgVkIAI","801B0000000LyMtIAK","01uB00000011k0bIAA","01tB0000000mFnpIAE","123.0","760.0"
"802B0000000mgVlIAI","801B0000000LyMuIAK","01uB00000011k0bIAA","01tB0000000mFnpIAE","117.0","760.0"
"802B0000000mgVmIAI","801B0000000LyMvIAK","01uB00000011k0bIAA","01tB0000000mFnpIAE","123.0","760.0"
"802B0000000mgVnIAI","801B0000000LyMwIAK","01uB00000011k0bIAA","01tB0000000mFnpIAE","109.0","760.0"
"802B0000000mgVoIAI","801B0000000LyMxIAK","01uB00000011k0bIAA","01tB0000000mFnpIAE","110.0","760.0"
"802B0000000mgVpIAI","801B0000000LyMyIAK","01uB00000011k0bIAA","01tB0000000mFnpIAE","120.0","760.0"
"802B0000000mgVqIAI","801B0000000LyMzIAK","01uB00000011k0bIAA","01tB0000000mFnpIAE","112.0","760.0"
"802B0000000mgVrIAI","801B0000000LyN0IAK","01uB00000011k0bIAA","01tB0000000mFnpIAE","129.0","760.0"
"802B0000000mgVsIAI","801B0000000LyN1IAK","01uB00000011k0bIAA","01tB0000000mFnpIAE","132.0","760.0"
"802B0000000mgVtIAI","801B0000000LycWIAS","01uB00000011k0RIAQ","01tB0000000mFngIAE","23.0","5760.0"
"802B0000000mgVuIAI","801B0000000LycXIAS","01uB00000011k0RIAQ","01tB0000000mFngIAE","26.0","5760.0"
"802B0000000mgVvIAI","801B0000000LycYIAS","01uB00000011k0RIAQ","01tB0000000mFngIAE","26.0","5760.0"
"802B0000000mgVwIAI","801B0000000LycZIAS","01uB00000011k0RIAQ","01tB0000000mFngIAE","26.0","5760.0"
"802B0000000mgVxIAI","801B0000000LycaIAC","01uB00000011k0RIAQ","01tB0000000mFngIAE","26.0","5760.0"
"802B0000000mgVyIAI","801B0000000LycbIAC","01uB00000011k0RIAQ","01tB0000000mFngIAE","25.0","5760.0"
"802B0000000mgVzIAI","801B0000000LyccIAC","01uB00000011k0RIAQ","01tB0000000mFngIAE","24.0","5760.0"
"802B0000000mgW0IAI","801B0000000LycdIAC","01uB00000011k0RIAQ","01tB0000000mFngIAE","23.0","5760.0"
"802B0000000mgW1IAI","801B0000000LyceIAC","01uB00000011k0RIAQ","01tB0000000mFngIAE","26.0","5760.0"
"802B0000000mgW2IAI","801B0000000LycfIAC","01uB00000011k0RIAQ","01tB0000000mFngIAE","26.0","5760.0"
"802B0000000mgW3IAI","801B0000000LycgIAC","01uB00000011k0RIAQ","01tB0000000mFngIAE","23.0","5760.0"
"802B0000000mgW4IAI","801B0000000LychIAC","01uB00000011k0RIAQ","01tB0000000mFngIAE","27.0","5760.0"
"802B0000000mgW5IAI","801B0000000LyciIAC","01uB00000011k0RIAQ","01tB0000000mFngIAE","23.0","5760.0"
"802B0000000mgW6IAI","801B0000000LycjIAC","01uB00000011k0RIAQ","01tB0000000mFngIAE","27.0","5760.0"
"802B0000000mgW7IAI","801B0000000LyckIAC","01uB00000011k0RIAQ","01tB0000000mFngIAE","27.0","5760.0"
"802B0000000mgW8IAI","801B0000000LyclIAC","01uB00000011k0RIAQ","01tB0000000mFngIAE","27.0","5760.0"
"802B0000000mgW9IAI","801B0000000LycmIAC","01uB00000011k0RIAQ","01tB0000000mFngIAE","27.0","5760.0"
"802B0000000mgWAIAY","801B0000000LycnIAC","01uB00000011k0RIAQ","01tB0000000mFngIAE","25.0","5760.0"
"802B0000000mgWBIAY","801B0000000LzHYIA0","01uB00000011k0aIAA","01tB0000000mFnuIAE","41.0","712.0"
"802B0000000mgWCIAY","801B0000000LzHZIA0","01uB00000011k0aIAA","01tB0000000mFnuIAE","39.0","712.0"
"802B0000000mgWDIAY","801B0000000LzHaIAK","01uB00000011k0aIAA","01tB0000000mFnuIAE","43.0","712.0"
"802B0000000mgWEIAY","801B0000000LzOcIAK","01uB00000011k0SIAQ","01tB0000000mFnhIAE","7.0","6480.0"
"802B0000000mgWFIAY","801B0000000LzOdIAK","01uB00000011k0SIAQ","01tB0000000mFnhIAE","7.0","6480.0"
"802B0000000mgWGIAY","801B0000000LzOeIAK","01uB00000011k0SIAQ","01tB0000000mFnhIAE","7.0","6480.0"
"802B0000000mgWHIAY","801B0000000LzOfIAK","01uB00000011k0SIAQ","01tB0000000mFnhIAE","7.0","6480.0"
"802B0000000mgWIIAY","801B0000000LzOgIAK","01uB00000011k0SIAQ","01tB0000000mFnhIAE","7.0","6480.0"
"802B0000000mgWJIAY","801B0000000LzOhIAK","01uB00000011k0SIAQ","01tB0000000mFnhIAE","7.0","6480.0"
"802B0000000mgWKIAY","801B0000000LzOiIAK","01uB00000011k0SIAQ","01tB0000000mFnhIAE","7.0","6480.0"
"802B0000000mgWLIAY","801B0000000LzOjIAK","01uB00000011k0SIAQ","01tB0000000mFnhIAE","7.0","6480.0"
"802B0000000mgWMIAY","801B0000000LzOkIAK","01uB00000011k0SIAQ","01tB0000000mFnhIAE","8.0","6480.0"
"802B0000000mgWNIAY","801B0000000LzOlIAK","01uB00000011k0SIAQ","01tB0000000mFnhIAE","7.0","6480.0"
"802B0000000mgWOIAY","801B0000000LzOmIAK","01uB00000011k0SIAQ","01tB0000000mFnhIAE","8.0","6480.0"
"802B0000000mgWPIAY","801B0000000LzOnIAK","01uB00000011k0SIAQ","01tB0000000mFnhIAE","8.0","6480.0"
"802B0000000mgWQIAY","801B0000000LzOoIAK","01uB00000011k0SIAQ","01tB0000000mFnhIAE","7.0","6480.0"
"802B0000000mgWRIAY","801B0000000LzOpIAK","01uB00000011k0SIAQ","01tB0000000mFnhIAE","7.0","6480.0"
"802B0000000mgWSIAY","801B0000000LzOqIAK","01uB00000011k0SIAQ","01tB0000000mFnhIAE","7.0","6480.0"
"802B0000000mgWTIAY","801B0000000LzHbIAK","01uB00000011k0aIAA","01tB0000000mFnuIAE","44.0","712.0"
"802B0000000mgWUIAY","801B0000000LzHcIAK","01uB00000011k0aIAA","01tB0000000mFnuIAE","43.0","712.0"
"802B0000000mgWVIAY","801B0000000LzHdIAK","01uB00000011k0aIAA","01tB0000000mFnuIAE","44.0","712.0"
"802B0000000mgWWIAY","801B0000000LzHeIAK","01uB00000011k0aIAA","01tB0000000mFnuIAE","45.0","712.0"
"802B0000000mgWXIAY","801B0000000LzHfIAK","01uB00000011k0aIAA","01tB0000000mFnuIAE","44.0","712.0"
"802B0000000mgWYIAY","801B0000000LzHgIAK","01uB00000011k0aIAA","01tB0000000mFnuIAE","43.0","712.0"
"802B0000000mgWZIAY","801B0000000LzHhIAK","01uB00000011k0aIAA","01tB0000000mFnuIAE","42.0","712.0"
"802B0000000mgWaIAI","801B0000000LzHiIAK","01uB00000011k0aIAA","01tB0000000mFnuIAE","39.0","712.0"
"802B0000000mgWbIAI","801B0000000LzHjIAK","01uB00000011k0aIAA","01tB0000000mFnuIAE","41.0","712.0"
"802B0000000mgWcIAI","801B0000000LzHkIAK","01uB00000011k0aIAA","01tB0000000mFnuIAE","40.0","712.0"
"802B0000000mgWdIAI","801B0000000LzHlIAK","01uB00000011k0aIAA","01tB0000000mFnuIAE","46.0","712.0"
"802B0000000mgWeIAI","801B0000000LzHmIAK","01uB00000011k0aIAA","01tB0000000mFnuIAE","42.0","712.0"
"802B0000000mgWfIAI","801B0000000LzHnIAK","01uB00000011k0aIAA","01tB0000000mFnuIAE","41.0","712.0"
"802B0000000mgWgIAI","801B0000000LzHoIAK","01uB00000011k0aIAA","01tB0000000mFnuIAE","45.0","712.0"
"802B0000000mgWhIAI","801B0000000LzHpIAK","01uB00000011k0aIAA","01tB0000000mFnuIAE","46.0","712.0"
"802B0000000mgWiIAI","801B0000000LzOrIAK","01uB00000011k0SIAQ","01tB0000000mFnhIAE","8.0","6480.0"
"802B0000000mgWjIAI","801B0000000LzOsIAK","01uB00000011k0SIAQ","01tB0000000mFnhIAE","8.0","6480.0"
"802B0000000mgWkIAI","801B0000000LzOtIAK","01uB00000011k0SIAQ","01tB0000000mFnhIAE","8.0","6480.0"
"802B0000000mgWlIAI","801B0000000LyuWIAS","01uB00000011k0cIAA","01tB0000000mFnqIAE","82.0","1255.0"
"802B0000000mgWmIAI","801B0000000LyuXIAS","01uB00000011k0cIAA","01tB0000000mFnqIAE","82.0","1255.0"
"802B0000000mgWnIAI","801B0000000LyuYIAS","01uB00000011k0cIAA","01tB0000000mFnqIAE","79.0","1255.0"
"802B0000000mgWoIAI","801B0000000LyuZIAS","01uB00000011k0cIAA","01tB0000000mFnqIAE","73.0","1255.0"
"802B0000000mgWpIAI","801B0000000LyuaIAC","01uB00000011k0cIAA","01tB0000000mFnqIAE","88.0","1255.0"
"802B0000000mgWqIAI","801B0000000LyubIAC","01uB00000011k0cIAA","01tB0000000mFnqIAE","87.0","1255.0"
"802B0000000mgWrIAI","801B0000000LyrTIAS","01uB00000011k0KIAQ","01tB0000000mFnVIAU","1.0","17745.0"
"802B0000000mgWsIAI","801B0000000LyucIAC","01uB00000011k0cIAA","01tB0000000mFnqIAE","73.0","1255.0"
"802B0000000mgWtIAI","801B0000000LyudIAC","01uB00000011k0cIAA","01tB0000000mFnqIAE","73.0","1255.0"
"802B0000000mgWuIAI","801B0000000LyueIAC","01uB00000011k0cIAA","01tB0000000mFnqIAE","86.0","1255.0"
"802B0000000mgWvIAI","801B0000000LyufIAC","01uB00000011k0cIAA","01tB0000000mFnqIAE","88.0","1255.0"
"802B0000000mgWwIAI","801B0000000LyugIAC","01uB00000011k0cIAA","01tB0000000mFnqIAE","74.0","1255.0"
"802B0000000mgWxIAI","801B0000000LyuhIAC","01uB00000011k0cIAA","01tB0000000mFnqIAE","81.0","1255.0"
"802B0000000mgWyIAI","801B0000000LyuiIAC","01uB00000011k0cIAA","01tB0000000mFnqIAE","80.0","1255.0"
"802B0000000mgXvIAI","801B0000000Lyw3IAC","01uB00000011k0QIAQ","01tB0000000mFnfIAE","7.0","5880.0"
"802B0000000mgXwIAI","801B0000000Lyk4IAC","01uB00000011k0UIAQ","01tB0000000mFnlIAE","6.0","5520.0"
"802B0000000mgXxIAI","801B0000000Lyk5IAC","01uB00000011k0UIAQ","01tB0000000mFnlIAE","6.0","5520.0"
"802B0000000mgXyIAI","801B0000000Lyk6IAC","01uB00000011k0UIAQ","01tB0000000mFnlIAE","6.0","5520.0"
"802B0000000mgXzIAI","801B0000000Lyk7IAC","01uB00000011k0UIAQ","01tB0000000mFnlIAE","6.0","5520.0"
"802B0000000mgY0IAI","801B0000000Lyk8IAC","01uB00000011k0UIAQ","01tB0000000mFnlIAE","6.0","5520.0"
"802B0000000mgY1IAI","801B0000000Lyk9IAC","01uB00000011k0UIAQ","01tB0000000mFnlIAE","6.0","5520.0"
"802B0000000mgY2IAI","801B0000000Lz5dIAC","01uB00000011k0KIAQ","01tB0000000mFnVIAU","1.0","15210.0"
"802B0000000mgY3IAI","801B0000000LyysIAC","01uB00000011k0cIAA","01tB0000000mFnqIAE","30.0","1188.0"
"802B0000000mgY4IAI","801B0000000LyytIAC","01uB00000011k0cIAA","01tB0000000mFnqIAE","27.0","1188.0"
"802B0000000mgY5IAI","801B0000000LyyuIAC","01uB00000011k0cIAA","01tB0000000mFnqIAE","27.0","1188.0"
"802B0000000mgY6IAI","801B0000000LyyvIAC","01uB00000011k0cIAA","01tB0000000mFnqIAE","30.0","1188.0"
"802B0000000mgY7IAI","801B0000000LyywIAC","01uB00000011k0cIAA","01tB0000000mFnqIAE","27.0","1188.0"
"802B0000000mgY8IAI","801B0000000LyyxIAC","01uB00000011k0cIAA","01tB0000000mFnqIAE","27.0","1188.0"
"802B0000000mgY9IAI","801B0000000Lyf2IAC","01uB00000011k0PIAQ","01tB0000000mFntIAE","7.0","3600.0"
"802B0000000mgYAIAY","801B0000000Lyf3IAC","01uB00000011k0PIAQ","01tB0000000mFntIAE","7.0","3600.0"
"802B0000000mgYBIAY","801B0000000Lyf4IAC","01uB00000011k0PIAQ","01tB0000000mFntIAE","7.0","3600.0"
"802B0000000mgYCIAY","801B0000000Lyf5IAC","01uB00000011k0PIAQ","01tB0000000mFntIAE","6.0","3600.0"
"802B0000000mgYDIAY","801B0000000Lyf6IAC","01uB00000011k0PIAQ","01tB0000000mFntIAE","6.0","3600.0"
"802B0000000mgYEIAY","801B0000000Lyf7IAC","01uB00000011k0PIAQ","01tB0000000mFntIAE","7.0","3600.0"
"802B0000000mgYFIAY","801B0000000LyVYIA0","01uB00000011k0ZIAQ","01tB0000000mFnoIAE","3.0","10530.0"
"802B0000000mgYGIAY","801B0000000LyVZIA0","01uB00000011k0ZIAQ","01tB0000000mFnoIAE","3.0","10530.0"
"802B0000000mgYHIAY","801B0000000LyVaIAK","01uB00000011k0ZIAQ","01tB0000000mFnoIAE","3.0","10530.0"
"802B0000000mgYIIAY","801B0000000LyVbIAK","01uB00000011k0ZIAQ","01tB0000000mFnoIAE","3.0","10530.0"
"802B0000000mgYJIAY","801B0000000LyVcIAK","01uB00000011k0ZIAQ","01tB0000000mFnoIAE","3.0","10530.0"
"802B0000000mgYKIAY","801B0000000LyVdIAK","01uB00000011k0ZIAQ","01tB0000000mFnoIAE","3.0","10530.0"
"802B0000000mgYLIAY","801B0000000Lyd0IAC","01uB00000011k0RIAQ","01tB0000000mFngIAE","9.0","5440.0"
"802B0000000mgYMIAY","801B0000000Lyd1IAC","01uB00000011k0RIAQ","01tB0000000mFngIAE","9.0","5440.0"
"802B0000000mgYNIAY","801B0000000Lyd2IAC","01uB00000011k0RIAQ","01tB0000000mFngIAE","9.0","5440.0"
"802B0000000mgYOIAY","801B0000000Lyd3IAC","01uB00000011k0RIAQ","01tB0000000mFngIAE","8.0","5440.0"
"802B0000000mgYPIAY","801B0000000Lyd4IAC","01uB00000011k0RIAQ","01tB0000000mFngIAE","9.0","5440.0"
"802B0000000mgYQIAY","801B0000000Lyd5IAC","01uB00000011k0RIAQ","01tB0000000mFngIAE","8.0","5440.0"
"802B0000000mgYRIAY","801B0000000LzBwIAK","01uB00000011k0bIAA","01tB0000000mFnpIAE","39.0","760.0"
"802B0000000mgYSIAY","801B0000000LzBxIAK","01uB00000011k0bIAA","01tB0000000mFnpIAE","36.0","760.0"
"802B0000000mgYTIAY","801B0000000LzByIAK","01uB00000011k0bIAA","01tB0000000mFnpIAE","44.0","760.0"
"802B0000000mgYUIAY","801B0000000LzBzIAK","01uB00000011k0bIAA","01tB0000000mFnpIAE","40.0","760.0"
"802B0000000mgYVIAY","801B0000000LzC0IAK","01uB00000011k0bIAA","01tB0000000mFnpIAE","36.0","760.0"
"802B0000000mgYWIAY","801B0000000LzC1IAK","01uB00000011k0bIAA","01tB0000000mFnpIAE","44.0","760.0"
"802B0000000mgYXIAY","801B0000000LzC2IAK","01uB00000011k0bIAA","01tB0000000mFnpIAE","41.0","760.0"
"802B0000000mgYYIAY","801B0000000LzC3IAK","01uB00000011k0bIAA","01tB0000000mFnpIAE","38.0","760.0"
"802B0000000mgYZIAY","801B0000000LzC4IAK","01uB00000011k0bIAA","01tB0000000mFnpIAE","43.0","760.0"
"802B0000000mgYaIAI","801B0000000LzC5IAK","01uB00000011k0bIAA","01tB0000000mFnpIAE","45.0","760.0"
"802B0000000mgYbIAI","801B0000000LzC6IAK","01uB00000011k0bIAA","01tB0000000mFnpIAE","39.0","760.0"
"802B0000000mgYcIAI","801B0000000LzC7IAK","01uB00000011k0bIAA","01tB0000000mFnpIAE","40.0","760.0"
"802B0000000mgYdIAI","801B0000000LynqIAC","01uB00000011k0OIAQ","01tB0000000mFnwIAE","5.0","5550.0"
"802B0000000mgYeIAI","801B0000000LynrIAC","01uB00000011k0OIAQ","01tB0000000mFnwIAE","5.0","5550.0"
"802B0000000mgYfIAI","801B0000000LynsIAC","01uB00000011k0OIAQ","01tB0000000mFnwIAE","5.0","5550.0"
"802B0000000mgYgIAI","801B0000000LyntIAC","01uB00000011k0OIAQ","01tB0000000mFnwIAE","5.0","5550.0"
"802B0000000mgYhIAI","801B0000000LynuIAC","01uB00000011k0OIAQ","01tB0000000mFnwIAE","5.0","5550.0"
"802B0000000mgYiIAI","801B0000000LynvIAC","01uB00000011k0OIAQ","01tB0000000mFnwIAE","5.0","5550.0"
"802B0000000mgYjIAI","801B0000000LynwIAC","01uB00000011k0OIAQ","01tB0000000mFnwIAE","5.0","5550.0"
"802B0000000mgYkIAI","801B0000000LynxIAC","01uB00000011k0OIAQ","01tB0000000mFnwIAE","5.0","5550.0"
"802B0000000mgYlIAI","801B0000000LynyIAC","01uB00000011k0OIAQ","01tB0000000mFnwIAE","5.0","5550.0"
"802B0000000mgYmIAI","801B0000000LynzIAC","01uB00000011k0OIAQ","01tB0000000mFnwIAE","5.0","5550.0"
"802B0000000mgYnIAI","801B0000000Lyo0IAC","01uB00000011k0OIAQ","01tB0000000mFnwIAE","5.0","5550.0"
"802B0000000mgYoIAI","801B0000000Lyo1IAC","01uB00000011k0OIAQ","01tB0000000mFnwIAE","5.0","5550.0"
"802B0000000mgYpIAI","801B0000000LyvaIAC","01uB00000011k0RIAQ","01tB0000000mFngIAE","10.0","5056.0"
"802B0000000mgYqIAI","801B0000000LyvbIAC","01uB00000011k0RIAQ","01tB0000000mFngIAE","10.0","5056.0"
"802B0000000mgYrIAI","801B0000000LyvcIAC","01uB00000011k0RIAQ","01tB0000000mFngIAE","9.0","5056.0"
"802B0000000mgYsIAI","801B0000000LyvdIAC","01uB00000011k0RIAQ","01tB0000000mFngIAE","9.0","5056.0"
"802B0000000mgYtIAI","801B0000000LyveIAC","01uB00000011k0RIAQ","01tB0000000mFngIAE","10.0","5056.0"
"802B0000000mgYuIAI","801B0000000LyvfIAC","01uB00000011k0RIAQ","01tB0000000mFngIAE","10.0","5056.0"
"802B0000000mgYvIAI","801B0000000LyvgIAC","01uB00000011k0RIAQ","01tB0000000mFngIAE","9.0","5056.0"
"802B0000000mgYwIAI","801B0000000LyvhIAC","01uB00000011k0RIAQ","01tB0000000mFngIAE","10.0","5056.0"
"802B0000000mgYxIAI","801B0000000LyviIAC","01uB00000011k0RIAQ","01tB0000000mFngIAE","10.0","5056.0"
"802B0000000mgYyIAI","801B0000000LyvjIAC","01uB00000011k0RIAQ","01tB0000000mFngIAE","10.0","5056.0"
"802B0000000mgYzIAI","801B0000000LyvkIAC","01uB00000011k0RIAQ","01tB0000000mFngIAE","9.0","5056.0"
"802B0000000mgZ0IAI","801B0000000LyvlIAC","01uB00000011k0RIAQ","01tB0000000mFngIAE","9.0","5056.0"
"802B0000000mgZ1IAI","801B0000000LysOIAS","01uB00000011k0PIAQ","01tB0000000mFntIAE","6.0","4365.0"
"802B0000000mgZ2IAI","801B0000000LysPIAS","01uB00000011k0PIAQ","01tB0000000mFntIAE","6.0","4365.0"
"802B0000000mgZ3IAI","801B0000000LysQIAS","01uB00000011k0PIAQ","01tB0000000mFntIAE","6.0","4365.0"
"802B0000000mgZ4IAI","801B0000000LyliIAC","01uB00000011k0SIAQ","01tB0000000mFnhIAE","3.0","6300.0"
"802B0000000mgZ5IAI","801B0000000LyljIAC","01uB00000011k0SIAQ","01tB0000000mFnhIAE","3.0","6300.0"
"802B0000000mgZ6IAI","801B0000000LylkIAC","01uB00000011k0SIAQ","01tB0000000mFnhIAE","3.0","6300.0"
"802B0000000mgZ7IAI","801B0000000LyllIAC","01uB00000011k0SIAQ","01tB0000000mFnhIAE","3.0","6300.0"
"802B0000000mgZ8IAI","801B0000000LylmIAC","01uB00000011k0SIAQ","01tB0000000mFnhIAE","3.0","6300.0"
"802B0000000mgZ9IAI","801B0000000LylnIAC","01uB00000011k0SIAQ","01tB0000000mFnhIAE","3.0","6300.0"
"802B0000000mgWzIAI","801B0000000LyujIAC","01uB00000011k0cIAA","01tB0000000mFnqIAE","88.0","1255.0"
"802B0000000mgX0IAI","801B0000000LyukIAC","01uB00000011k0cIAA","01tB0000000mFnqIAE","83.0","1255.0"
"802B0000000mgX1IAI","801B0000000LyulIAC","01uB00000011k0cIAA","01tB0000000mFnqIAE","86.0","1255.0"
"802B0000000mgX2IAI","801B0000000LyumIAC","01uB00000011k0cIAA","01tB0000000mFnqIAE","76.0","1255.0"
"802B0000000mgX3IAI","801B0000000LyunIAC","01uB00000011k0cIAA","01tB0000000mFnqIAE","84.0","1255.0"
"802B0000000mgX4IAI","801B0000000LyfKIAS","01uB00000011k0NIAQ","01tB0000000mFnsIAE","8.0","5244.0"
"802B0000000mgX5IAI","801B0000000LyfLIAS","01uB00000011k0NIAQ","01tB0000000mFnsIAE","7.0","5244.0"
"802B0000000mgX6IAI","801B0000000LyfMIAS","01uB00000011k0NIAQ","01tB0000000mFnsIAE","8.0","5244.0"
"802B0000000mgX7IAI","801B0000000LyfNIAS","01uB00000011k0NIAQ","01tB0000000mFnsIAE","8.0","5244.0"
"802B0000000mgX8IAI","801B0000000LyfOIAS","01uB00000011k0NIAQ","01tB0000000mFnsIAE","8.0","5244.0"
"802B0000000mgX9IAI","801B0000000LyfPIAS","01uB00000011k0NIAQ","01tB0000000mFnsIAE","8.0","5244.0"
"802B0000000mgXAIAY","801B0000000LyfQIAS","01uB00000011k0NIAQ","01tB0000000mFnsIAE","8.0","5244.0"
"802B0000000mgXBIAY","801B0000000LyfRIAS","01uB00000011k0NIAQ","01tB0000000mFnsIAE","8.0","5244.0"
"802B0000000mgXCIAY","801B0000000LyfSIAS","01uB00000011k0NIAQ","01tB0000000mFnsIAE","7.0","5244.0"
"802B0000000mgXDIAY","801B0000000LyfTIAS","01uB00000011k0NIAQ","01tB0000000mFnsIAE","7.0","5244.0"
"802B0000000mgXEIAY","801B0000000LyfUIAS","01uB00000011k0NIAQ","01tB0000000mFnsIAE","8.0","5244.0"
"802B0000000mgXFIAY","801B0000000LyfVIAS","01uB00000011k0NIAQ","01tB0000000mFnsIAE","7.0","5244.0"
"802B0000000mgXGIAY","801B0000000LyfWIAS","01uB00000011k0NIAQ","01tB0000000mFnsIAE","8.0","5244.0"
"802B0000000mgXHIAY","801B0000000LyfXIAS","01uB00000011k0NIAQ","01tB0000000mFnsIAE","8.0","5244.0"
"802B0000000mgXIIAY","801B0000000LyfYIAS","01uB00000011k0NIAQ","01tB0000000mFnsIAE","7.0","5244.0"
"802B0000000mgXJIAY","801B0000000LyfZIAS","01uB00000011k0NIAQ","01tB0000000mFnsIAE","7.0","5244.0"
"802B0000000mgXKIAY","801B0000000LyfaIAC","01uB00000011k0NIAQ","01tB0000000mFnsIAE","7.0","5244.0"
"802B0000000mgXLIAY","801B0000000LyfbIAC","01uB00000011k0NIAQ","01tB0000000mFnsIAE","7.0","5244.0"
"802B0000000mgXMIAY","801B0000000LzCuIAK","01uB00000011k0NIAQ","01tB0000000mFnsIAE","3.0","6279.0"
"802B0000000mgXNIAY","801B0000000LzCvIAK","01uB00000011k0NIAQ","01tB0000000mFnsIAE","3.0","6279.0"
"802B0000000mgXOIAY","801B0000000LzCwIAK","01uB00000011k0NIAQ","01tB0000000mFnsIAE","3.0","6279.0"
"802B0000000mgXPIAY","801B0000000LzCxIAK","01uB00000011k0NIAQ","01tB0000000mFnsIAE","3.0","6279.0"
"802B0000000mgXQIAY","801B0000000LzCyIAK","01uB00000011k0NIAQ","01tB0000000mFnsIAE","3.0","6279.0"
"802B0000000mgXRIAY","801B0000000LzCzIAK","01uB00000011k0NIAQ","01tB0000000mFnsIAE","3.0","6279.0"
"802B0000000mgXSIAY","801B0000000LzDIIA0","01uB00000011k0MIAQ","01tB0000000mFnrIAE","6.0","5325.0"
"802B0000000mgXTIAY","801B0000000LzDJIA0","01uB00000011k0MIAQ","01tB0000000mFnrIAE","5.0","5325.0"
