"AccountId","ActualsCalculationMode","AgreementType","EndDate","Id","Name","OwnerId","PricebookId","ProductLevel","ScheduleCount","ScheduleFrequency","StartDate","Status"
"001B0000018KREBIA4","Orders","Volume","2022-04-12","0YAB00000008QDjOAM","Acme Partners SA_Quarterly12_2019-04-13","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","12","Quarterly","2019-04-13","Draft"
"001B0000018KREBIA4","Orders","Volume","2020-11-13","0YAB00000008QDkOAM","Acme Partners SA_Monthly12_2019-11-14","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","12","Monthly","2019-11-14","Draft"
"001B0000018KREBIA4","Orders","Volume","2021-05-14","0YAB00000008QDlOAM","Acme Partners SA_Monthly12_2020-05-15","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","12","Monthly","2020-05-15","Draft"
"001B0000018KREBIA4","Orders","Volume","2019-12-15","0YAB00000008QCvOAM","Acme Partners SA_Monthly12_2018-12-16","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","12","Monthly","2018-12-16","Activated"
"001B0000018KREBIA4","Orders","Volume","2020-02-16","0YAB00000008QD5OAM","Acme Partners SA_Monthly18_2018-08-17","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","18","Monthly","2018-08-17","Activated"
"001B0000018KREBIA4","Orders","Volume","2019-12-17","0YAB00000008QDLOA2","Acme Partners SA_Monthly18_2018-06-18","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","18","Monthly","2018-06-18","Activated"
"001B0000018KREBIA4","Orders","Volume","2020-04-18","0YAB00000008QDDOA2","Acme Partners SA_Monthly18_2018-10-19","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","18","Monthly","2018-10-19","Activated"
"001B0000018KREBIA4","Orders","Volume","2022-02-19","0YAB00000008QDmOAM","Acme Partners SA_Monthly18_2020-08-20","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","18","Monthly","2020-08-20","Approved"
"001B0000018KREEIA4","Orders","Volume","2021-01-20","0YAB00000008QCeOAM","Meridian Partners SA_Quarterly6_2019-07-21","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","6","Quarterly","2019-07-21","Activated"
"001B0000018KREEIA4","Orders","Volume","2019-07-21","0YAB00000008QD1OAM","Meridian Partners SA_Quarterly6_2018-01-22","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","6","Quarterly","2018-01-22","Expired"
"001B0000018KREEIA4","Orders","Volume","2020-10-22","0YAB00000008QCkOAM","Meridian Partners SA_Quarterly6_2019-04-23","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","6","Quarterly","2019-04-23","Activated"
"001B0000018KREEIA4","Orders","Volume","2020-05-23","0YAB00000008QD2OAM","Meridian Partners SA_Quarterly6_2018-11-24","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","6","Quarterly","2018-11-24","Activated"
"001B0000018KREEIA4","Orders","Volume","2022-11-24","0YAB00000008QDnOAM","Meridian Partners SA_Quarterly12_2019-11-25","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","12","Quarterly","2019-11-25","Approved"
"001B0000018KREEIA4","Orders","Volume","2023-01-25","0YAB00000008QDoOAM","Meridian Partners SA_Quarterly12_2020-01-26","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","12","Quarterly","2020-01-26","Approved"
"001B0000018KREEIA4","Orders","Volume","2020-01-26","0YAB00000008QCmOAM","Meridian Partners SA_Monthly12_2019-01-27","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","12","Monthly","2019-01-27","Activated"
"001B0000018KREEIA4","Orders","Volume","2020-08-27","0YAB00000008QCtOAM","Meridian Partners SA_Monthly12_2019-08-28","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","12","Monthly","2019-08-28","Activated"
"001B0000018KREEIA4","Orders","Volume","2019-10-28","0YAB00000008QDZOA2","Meridian Partners SA_Monthly12_2018-10-29","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","12","Monthly","2018-10-29","Activated"
"001B0000018KREEIA4","Orders","Volume","2019-05-29","0YAB00000008QDPOA2","Meridian Partners SA_Monthly12_2018-05-30","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","12","Monthly","2018-05-30","Expired"
"001B0000018KREEIA4","Orders","Volume","2019-11-29","0YAB00000008QDROA2","Meridian Partners SA_Monthly12_2018-11-30","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","12","Monthly","2018-11-30","Activated"
"001B0000018KREEIA4","Orders","Volume","2019-10-31","0YAB00000008QDXOA2","Meridian Partners SA_Monthly18_2018-05-01","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","18","Monthly","2018-05-01","Activated"
"001B0000018KREEIA4","Orders","Volume","2020-02-01","0YAB00000008QDQOA2","Meridian Partners SA_Monthly18_2018-08-02","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","18","Monthly","2018-08-02","Activated"
"001B0000018KREEIA4","Orders","Volume","2020-05-02","0YAB00000008QDMOA2","Meridian Partners SA_Monthly18_2018-11-03","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","18","Monthly","2018-11-03","Activated"
"001B0000018KREEIA4","Orders","Volume","2021-08-03","0YAB00000008QDpOAM","Meridian Partners SA_Monthly18_2020-02-04","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","18","Monthly","2020-02-04","Approved"
"001B0000018KREFIA4","Orders","Volume","2020-11-04","0YAB00000008QDFOA2","Ohana Inc. SA_Quarterly6_2019-05-05","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","6","Quarterly","2019-05-05","Activated"
"001B0000018KREFIA4","Orders","Volume","2020-12-05","0YAB00000008QD8OAM","Ohana Inc. SA_Quarterly6_2019-06-06","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","6","Quarterly","2019-06-06","Activated"
"001B0000018KREFIA4","Orders","Volume","2021-01-06","0YAB00000008QCoOAM","Ohana Inc. SA_Quarterly6_2019-07-07","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","6","Quarterly","2019-07-07","Activated"
"001B0000018KREFIA4","Orders","Volume","2020-01-07","0YAB00000008QD9OAM","Ohana Inc. SA_Quarterly6_2018-07-08","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","6","Quarterly","2018-07-08","Activated"
"001B0000018KREFIA4","Orders","Volume","2023-03-08","0YAB00000008QDqOAM","Ohana Inc. SA_Quarterly12_2020-03-09","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","12","Quarterly","2020-03-09","Approved"
"001B0000018KREFIA4","Orders","Volume","2021-12-09","0YAB00000008QDHOA2","Ohana Inc. SA_Quarterly12_2018-12-10","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","12","Quarterly","2018-12-10","Activated"
"001B0000018KREFIA4","Orders","Volume","2019-11-10","0YAB00000008QDCOA2","Ohana Inc. SA_Monthly12_2018-11-11","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","12","Monthly","2018-11-11","Activated"
"001B0000018KREFIA4","Orders","Volume","2020-02-11","0YAB00000008QCxOAM","Ohana Inc. SA_Monthly12_2019-02-12","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","12","Monthly","2019-02-12","Activated"
"001B0000018KREFIA4","Orders","Volume","2019-02-12","0YAB00000008QDOOA2","Ohana Inc. SA_Monthly12_2018-02-13","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","12","Monthly","2018-02-13","Expired"
"001B0000018KREFIA4","Orders","Volume","2019-08-13","0YAB00000008QDSOA2","Ohana Inc. SA_Monthly12_2018-08-14","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","12","Monthly","2018-08-14","Expired"
"001B0000018KREFIA4","Orders","Volume","2021-02-14","0YAB00000008QDrOAM","Ohana Inc. SA_Monthly12_2020-02-15","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","12","Monthly","2020-02-15","Approved"
"001B0000018KREFIA4","Orders","Volume","2020-03-15","0YAB00000008QDJOA2","Ohana Inc. SA_Monthly18_2018-09-16","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","18","Monthly","2018-09-16","Activated"
"001B0000018KREFIA4","Orders","Volume","2020-06-16","0YAB00000008QDUOA2","Ohana Inc. SA_Monthly18_2018-12-17","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","18","Monthly","2018-12-17","Activated"
"001B0000018KREFIA4","Orders","Volume","2020-08-17","0YAB00000008QD0OAM","Ohana Inc. SA_Monthly18_2019-02-18","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","18","Monthly","2019-02-18","Activated"
"001B0000018KREFIA4","Orders","Volume","2019-08-18","0YAB00000008QDYOA2","Ohana Inc. SA_Monthly18_2018-02-19","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","18","Monthly","2018-02-19","Expired"
"001B0000018KRELIA4","Orders","Volume","2020-02-19","0YAB00000008QCiOAM","Tech Labs SA_Monthly6_2019-08-20","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","6","Monthly","2019-08-20","Activated"
"001B0000018KRELIA4","Orders","Volume","2020-08-20","0YAB00000008QDsOAM","Tech Labs SA_Monthly6_2020-02-21","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","6","Monthly","2020-02-21","Approved"
"001B0000018KRELIA4","Orders","Volume","2020-10-21","0YAB00000008QDtOAM","Tech Labs SA_Monthly6_2020-04-22","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","6","Monthly","2020-04-22","Approved"
"001B0000018KRELIA4","Orders","Volume","2020-12-22","0YAB00000008QDuOAM","Tech Labs SA_Monthly6_2020-06-23","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","6","Monthly","2020-06-23","Approved"
"001B0000018KRELIA4","Orders","Volume","2021-07-23","0YAB00000008QDvOAM","Tech Labs SA_Monthly12_2020-07-24","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","12","Monthly","2020-07-24","Approved"
"001B0000018KRELIA4","Orders","Volume","2022-12-24","0YAB00000008QDwOAM","Tech Labs SA_Quarterly12_2019-12-25","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","12","Quarterly","2019-12-25","Approved"
"001B0000018KRELIA4","Orders","Volume","2021-11-25","0YAB00000008QCpOAM","Tech Labs SA_Quarterly12_2018-11-26","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","12","Quarterly","2018-11-26","Activated"
"001B0000018KRELIA4","Orders","Volume","2021-12-26","0YAB00000008QD6OAM","Tech Labs SA_Quarterly12_2018-12-27","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","12","Quarterly","2018-12-27","Activated"
"001B0000018KRELIA4","Orders","Volume","2022-08-27","0YAB00000008QDNOA2","Tech Labs SA_Quarterly18_2018-02-28","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","18","Quarterly","2018-02-28","Activated"
"001B0000018KRELIA4","Orders","Volume","2022-08-31","0YAB00000008QDWOA2","Tech Labs SA_Quarterly18_2018-03-01","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","18","Quarterly","2018-03-01","Activated"
"001B0000018KRELIA4","Orders","Volume","2023-04-01","0YAB00000008QCrOAM","Tech Labs SA_Quarterly18_2018-10-02","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","18","Quarterly","2018-10-02","Activated"
"001B0000018KRELIA4","Orders","Volume","2023-07-02","0YAB00000008QDxOAM","Tech Labs SA_Quarterly18_2019-01-03","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","18","Quarterly","2019-01-03","Draft"
"001B0000018KREMIA4","Orders","Volume","2019-11-03","0YAB00000008QDyOAM","Red Studio Designs SA_Monthly6_2019-05-04","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","6","Monthly","2019-05-04","Draft"
"001B0000018KREMIA4","Orders","Volume","2019-07-04","0YAB00000008QDzOAM","Red Studio Designs SA_Monthly6_2019-01-05","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","6","Monthly","2019-01-05","Draft"
"001B0000018KREMIA4","Orders","Volume","2018-09-05","0YAB00000008QE0OAM","Red Studio Designs SA_Monthly6_2018-03-06","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","6","Monthly","2018-03-06","Draft"
"001B0000018KREMIA4","Orders","Volume","2019-02-06","0YAB00000008QE1OAM","Red Studio Designs SA_Monthly6_2018-08-07","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","6","Monthly","2018-08-07","Draft"
"001B0000018KREMIA4","Orders","Volume","2021-11-07","0YAB00000008QE2OAM","Red Studio Designs SA_Quarterly12_2018-11-08","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","12","Quarterly","2018-11-08","Draft"
"001B0000018KREMIA4","Orders","Volume","2021-12-08","0YAB00000008QE3OAM","Red Studio Designs SA_Quarterly12_2018-12-09","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","12","Quarterly","2018-12-09","Draft"
"001B0000018KREMIA4","Orders","Volume","2022-03-09","0YAB00000008QE4OAM","Red Studio Designs SA_Quarterly12_2019-03-10","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","12","Quarterly","2019-03-10","Draft"
"001B0000018KREMIA4","Orders","Volume","2022-11-10","0YAB00000008QE5OAM","Red Studio Designs SA_Quarterly12_2019-11-11","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","12","Quarterly","2019-11-11","Draft"
"001B0000018KREMIA4","Orders","Volume","2024-06-11","0YAB00000008QE6OAM","Red Studio Designs SA_Quarterly18_2019-12-12","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","18","Quarterly","2019-12-12","Draft"
"001B0000018KREMIA4","Orders","Volume","2024-09-12","0YAB00000008QE7OAM","Red Studio Designs SA_Quarterly18_2020-03-13","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","18","Quarterly","2020-03-13","Discarded"
"001B0000018KREMIA4","Orders","Volume","2022-12-13","0YAB00000008QE8OAM","Red Studio Designs SA_Quarterly18_2018-06-14","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","18","Quarterly","2018-06-14","Discarded"
"001B0000018KREMIA4","Orders","Volume","2023-02-14","0YAB00000008QE9OAM","Red Studio Designs SA_Quarterly18_2018-08-15","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","18","Quarterly","2018-08-15","Discarded"
"001B0000018KRF8IAO","Orders","Volume","2019-11-15","0YAB00000008QEAOA2","Haven Enterprises SA_Monthly6_2019-05-16","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","6","Monthly","2019-05-16","Cancelled"
"001B0000018KRF8IAO","Orders","Volume","2020-09-16","0YAB00000008QEBOA2","Haven Enterprises SA_Monthly6_2020-03-17","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","6","Monthly","2020-03-17","Approved"
"001B0000018KRF8IAO","Orders","Volume","2019-12-17","0YAB00000008QECOA2","Haven Enterprises SA_Monthly6_2019-06-18","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","6","Monthly","2019-06-18","Cancelled"
"001B0000018KRF8IAO","Orders","Volume","2019-03-18","0YAB00000008QEDOA2","Haven Enterprises SA_Monthly12_2018-03-19","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","12","Monthly","2018-03-19","Expired"
"001B0000018KRF8IAO","Orders","Volume","2022-01-19","0YAB00000008QEEOA2","Haven Enterprises SA_Quarterly12_2019-01-20","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","12","Quarterly","2019-01-20","Cancelled"
"001B0000018KRF8IAO","Orders","Volume","2021-03-20","0YAB00000008QClOAM","Haven Enterprises SA_Quarterly12_2018-03-21","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","12","Quarterly","2018-03-21","Activated"
"001B0000018KRF8IAO","Orders","Volume","2022-11-21","0YAB00000008QEFOA2","Haven Enterprises SA_Quarterly12_2019-11-22","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","12","Quarterly","2019-11-22","Approved"
"001B0000018KRF8IAO","Orders","Volume","2024-06-22","0YAB00000008QEGOA2","Haven Enterprises SA_Quarterly18_2019-12-23","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","18","Quarterly","2019-12-23","Approved"
"001B0000018KRF8IAO","Orders","Volume","2023-04-23","0YAB00000008QDVOA2","Haven Enterprises SA_Quarterly18_2018-10-24","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","18","Quarterly","2018-10-24","Activated"
"001B0000018KRF8IAO","Orders","Volume","2022-10-24","0YAB00000008QD4OAM","Haven Enterprises SA_Quarterly18_2018-04-25","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","18","Quarterly","2018-04-25","Activated"
"001B0000018KRFOIA4","Orders","Volume","2019-11-25","0YAB00000008QCsOAM","Momentum Design SA_Monthly6_2019-05-26","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","6","Monthly","2019-05-26","Activated"
"001B0000018KRFOIA4","Orders","Volume","2018-09-26","0YAB00000008QD3OAM","Momentum Design SA_Monthly6_2018-03-27","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","6","Monthly","2018-03-27","Expired"
"001B0000018KRFOIA4","Orders","Volume","2020-09-27","0YAB00000008QEHOA2","Momentum Design SA_Monthly6_2020-03-28","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","6","Monthly","2020-03-28","Approved"
"001B0000018KRFOIA4","Orders","Volume","2019-11-28","0YAB00000008QDEOA2","Momentum Design SA_Monthly12_2018-11-29","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","12","Monthly","2018-11-29","Activated"
"001B0000018KRFOIA4","Orders","Volume","2021-12-29","0YAB00000008QCyOAM","Momentum Design SA_Quarterly12_2018-12-30","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","12","Quarterly","2018-12-30","Activated"
"001B0000018KRFOIA4","Orders","Volume","2022-01-30","0YAB00000008QCzOAM","Momentum Design SA_Quarterly12_2019-01-31","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","12","Quarterly","2019-01-31","Activated"
"001B0000018KRFOIA4","Orders","Volume","2023-03-31","0YAB00000008QEIOA2","Momentum Design SA_Quarterly12_2020-04-01","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","12","Quarterly","2020-04-01","Approved"
"001B0000018KRFOIA4","Orders","Volume","2022-10-01","0YAB00000008QDAOA2","Momentum Design SA_Quarterly18_2018-04-02","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","18","Quarterly","2018-04-02","Activated"
"001B0000018KRFOIA4","Orders","Volume","2022-11-02","0YAB00000008QDGOA2","Momentum Design SA_Quarterly18_2018-05-03","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","18","Quarterly","2018-05-03","Activated"
"001B0000018KRFOIA4","Orders","Volume","2024-03-03","0YAB00000008QDTOA2","Momentum Design SA_Quarterly18_2019-09-04","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","18","Quarterly","2019-09-04","Activated"
"001B0000018KRFPIA4","Orders","Volume","2018-10-04","0YAB00000008QDKOA2","Wellspring Inc. SA_Monthly6_2018-04-05","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","6","Monthly","2018-04-05","Expired"
"001B0000018KRFPIA4","Orders","Volume","2019-10-05","0YAB00000008QDIOA2","Wellspring Inc. SA_Monthly6_2019-04-06","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","6","Monthly","2019-04-06","Expired"
"001B0000018KRFPIA4","Orders","Volume","2020-04-06","0YAB00000008QCuOAM","Wellspring Inc. SA_Monthly12_2019-04-07","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","12","Monthly","2019-04-07","Activated"
"001B0000018KRFPIA4","Orders","Volume","2019-10-07","0YAB00000008QDBOA2","Wellspring Inc. SA_Monthly12_2018-10-08","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","12","Monthly","2018-10-08","Expired"
"001B0000018KRFPIA4","Orders","Volume","2023-06-08","0YAB00000008QCcOAM","Wellspring Inc. SA_Quarterly18_2018-12-09","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","18","Quarterly","2018-12-09","Activated"
"001B0000018KRFPIA4","Orders","Volume","2022-11-09","0YAB00000008QCbOAM","Wellspring Inc. SA_Quarterly18_2018-05-10","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","18","Quarterly","2018-05-10","Activated"
"001B0000018KRFWIA4","Orders","Volume","2019-10-10","0YAB00000008QCwOAM","Integrity Systems SA_Quarterly6_2018-04-11","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","6","Quarterly","2018-04-11","Activated"
"001B0000018KRFWIA4","Orders","Volume","2021-04-11","0YAB00000008QD7OAM","Integrity Systems SA_Quarterly12_2018-04-12","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","12","Quarterly","2018-04-12","Activated"
"001B0000018KRFWIA4","Orders","Volume","2021-12-12","0YAB00000008QCnOAM","Integrity Systems SA_Quarterly12_2018-12-13","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","12","Quarterly","2018-12-13","Activated"
"001B0000018KRFWIA4","Orders","Volume","2024-03-13","0YAB00000008QEJOA2","Integrity Systems SA_Quarterly18_2019-09-14","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","18","Quarterly","2019-09-14","Activated"
"001B0000018KRFXIA4","Orders","Volume","2021-04-14","0YAB00000008QCqOAM","Silodyne Company SA_Quarterly12_2018-04-15","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","12","Quarterly","2018-04-15","Activated"
"001B0000018KREBIA4","Orders","Volume","2020-06-11","0YAB00000008QELOA2","Acme Partners SA_Monthly9_2019-09-12","005B0000005h5P1IAI","01sB0000001rosmIAA","Product","9","Monthly","2019-09-12","Activated"
