"Order.External_Id__c","PricebookEntry.External_Id__c","Product.Name","Quantity","UnitPrice","External_Id__c","LastProcessedDate","analyticsdemo_batch_id__c"
"MFG_Order.2878","MFG_Custom.7","Trencher T60",8,6480,"MFG_OrderItem.71","2019-10-24","20191024191458752523"
"MFG_Order.2879","MFG_Custom.7","Trencher T60",7,6480,"MFG_OrderItem.72","2019-10-24","20191024191458752523"
"MFG_Order.2880","MFG_Custom.7","Trencher T60",8,6480,"MFG_OrderItem.73","2019-10-24","20191024191458752523"
"MFG_Order.2881","MFG_Custom.7","Trencher T60",8,6480,"MFG_OrderItem.74","2019-10-24","20191024191458752523"
"MFG_Order.2882","MFG_Custom.7","Trencher T60",7,6480,"MFG_OrderItem.75","2019-10-24","20191024191458752523"
"MFG_Order.2883","MFG_Custom.7","Trencher T60",7,6480,"MFG_OrderItem.76","2019-10-24","20191024191458752523"
"MFG_Order.2884","MFG_Custom.7","Trencher T60",7,6480,"MFG_OrderItem.77","2019-10-24","20191024191458752523"
"MFG_Order.2855","MFG_Custom.142","Ripper 19",44,712,"MFG_OrderItem.78","2019-10-24","20191024191458752523"
"MFG_Order.2856","MFG_Custom.142","Ripper 19",43,712,"MFG_OrderItem.79","2019-10-24","20191024191458752523"
"MFG_Order.2857","MFG_Custom.142","Ripper 19",44,712,"MFG_OrderItem.80","2019-10-24","20191024191458752523"
"MFG_Order.2858","MFG_Custom.142","Ripper 19",45,712,"MFG_OrderItem.81","2019-10-24","20191024191458752523"
"MFG_Order.2859","MFG_Custom.142","Ripper 19",44,712,"MFG_OrderItem.82","2019-10-24","20191024191458752523"
"MFG_Order.2860","MFG_Custom.142","Ripper 19",43,712,"MFG_OrderItem.83","2019-10-24","20191024191458752523"
"MFG_Order.2861","MFG_Custom.142","Ripper 19",42,712,"MFG_OrderItem.84","2019-10-24","20191024191458752523"
"MFG_Order.2862","MFG_Custom.142","Ripper 19",39,712,"MFG_OrderItem.85","2019-10-24","20191024191458752523"
"MFG_Order.2863","MFG_Custom.142","Ripper 19",41,712,"MFG_OrderItem.86","2019-10-24","20191024191458752523"
"MFG_Order.2023","MFG_Custom.142","Ripper 19",40,712,"MFG_OrderItem.87","2019-10-24","20191024191458752523"
"MFG_Order.2024","MFG_Custom.142","Ripper 19",46,712,"MFG_OrderItem.88","2019-10-24","20191024191458752523"
"MFG_Order.2025","MFG_Custom.142","Ripper 19",42,712,"MFG_OrderItem.89","2019-10-24","20191024191458752523"
"MFG_Order.2026","MFG_Custom.142","Ripper 19",41,712,"MFG_OrderItem.90","2019-10-24","20191024191458752523"
"MFG_Order.2027","MFG_Custom.142","Ripper 19",45,712,"MFG_OrderItem.91","2019-10-24","20191024191458752523"
"MFG_Order.2028","MFG_Custom.142","Ripper 19",46,712,"MFG_OrderItem.92","2019-10-24","20191024191458752523"
"MFG_Order.2885","MFG_Custom.7","Trencher T60",8,6480,"MFG_OrderItem.93","2019-10-24","20191024191458752523"
"MFG_Order.2886","MFG_Custom.7","Trencher T60",8,6480,"MFG_OrderItem.94","2019-10-24","20191024191458752523"
"MFG_Order.2887","MFG_Custom.7","Trencher T60",8,6480,"MFG_OrderItem.95","2019-10-24","20191024191458752523"
"MFG_Order.4346","MFG_Custom.13","Ripper 34",82,1255,"MFG_OrderItem.96","2019-10-24","20191024191458752523"
"MFG_Order.4347","MFG_Custom.13","Ripper 34",82,1255,"MFG_OrderItem.97","2019-10-24","20191024191458752523"
"MFG_Order.4348","MFG_Custom.13","Ripper 34",79,1255,"MFG_OrderItem.98","2019-10-24","20191024191458752523"
"MFG_Order.4378","MFG_Custom.13","Ripper 34",73,1255,"MFG_OrderItem.99","2019-10-24","20191024191458752523"
"MFG_Order.4379","MFG_Custom.13","Ripper 34",88,1255,"MFG_OrderItem.100","2019-10-24","20191024191458752523"
"MFG_Order.4380","MFG_Custom.13","Ripper 34",87,1255,"MFG_OrderItem.101","2019-10-24","20191024191458752523"
"MFG_Order.3107","MFG_Custom.2","Backhoe Attachment R1",1,17745,"MFG_OrderItem.102","2019-10-24","20191024191458752523"
"MFG_Order.4381","MFG_Custom.13","Ripper 34",73,1255,"MFG_OrderItem.103","2019-10-24","20191024191458752523"
"MFG_Order.4377","MFG_Custom.13","Ripper 34",73,1255,"MFG_OrderItem.104","2019-10-24","20191024191458752523"
"MFG_Order.4396","MFG_Custom.13","Ripper 34",86,1255,"MFG_OrderItem.105","2019-10-24","20191024191458752523"
"MFG_Order.4397","MFG_Custom.13","Ripper 34",88,1255,"MFG_OrderItem.106","2019-10-24","20191024191458752523"
"MFG_Order.4398","MFG_Custom.13","Ripper 34",74,1255,"MFG_OrderItem.107","2019-10-24","20191024191458752523"
"MFG_Order.4399","MFG_Custom.13","Ripper 34",81,1255,"MFG_OrderItem.108","2019-10-24","20191024191458752523"
"MFG_Order.4400","MFG_Custom.13","Ripper 34",80,1255,"MFG_OrderItem.109","2019-10-24","20191024191458752523"
"MFG_Order.4674","MFG_Custom.143","Trencher T36",7,5880,"MFG_OrderItem.110","2019-10-24","20191024191458752523"
"MFG_Order.3163","MFG_Custom.154","Hammer H700",6,5520,"MFG_OrderItem.111","2019-10-24","20191024191458752523"
"MFG_Order.3164","MFG_Custom.154","Hammer H700",6,5520,"MFG_OrderItem.112","2019-10-24","20191024191458752523"
"MFG_Order.3165","MFG_Custom.154","Hammer H700",6,5520,"MFG_OrderItem.113","2019-10-24","20191024191458752523"
"MFG_Order.3166","MFG_Custom.154","Hammer H700",6,5520,"MFG_OrderItem.114","2019-10-24","20191024191458752523"
"MFG_Order.3167","MFG_Custom.154","Hammer H700",6,5520,"MFG_OrderItem.115","2019-10-24","20191024191458752523"
"MFG_Order.3168","MFG_Custom.154","Hammer H700",6,5520,"MFG_OrderItem.116","2019-10-24","20191024191458752523"
"MFG_Order.1833","MFG_Custom.2","Backhoe Attachment R1",1,15210,"MFG_OrderItem.117","2019-10-24","20191024191458752523"
"MFG_Order.4630","MFG_Custom.13","Ripper 34",30,1188,"MFG_OrderItem.118","2019-10-24","20191024191458752523"
"MFG_Order.4631","MFG_Custom.13","Ripper 34",27,1188,"MFG_OrderItem.119","2019-10-24","20191024191458752523"
"MFG_Order.4632","MFG_Custom.13","Ripper 34",27,1188,"MFG_OrderItem.120","2019-10-24","20191024191458752523"
"MFG_Order.4633","MFG_Custom.13","Ripper 34",30,1188,"MFG_OrderItem.121","2019-10-24","20191024191458752523"
"MFG_Order.4634","MFG_Custom.13","Ripper 34",27,1188,"MFG_OrderItem.122","2019-10-24","20191024191458752523"
"MFG_Order.4635","MFG_Custom.13","Ripper 34",27,1188,"MFG_OrderItem.123","2019-10-24","20191024191458752523"
"MFG_Order.40","MFG_Custom.5","Utility Broom UB1000",7,3600,"MFG_OrderItem.124","2019-10-24","20191024191458752523"
"MFG_Order.45","MFG_Custom.5","Utility Broom UB1000",7,3600,"MFG_OrderItem.125","2019-10-24","20191024191458752523"
"MFG_Order.46","MFG_Custom.5","Utility Broom UB1000",7,3600,"MFG_OrderItem.126","2019-10-24","20191024191458752523"
"MFG_Order.47","MFG_Custom.5","Utility Broom UB1000",6,3600,"MFG_OrderItem.127","2019-10-24","20191024191458752523"
"MFG_Order.48","MFG_Custom.5","Utility Broom UB1000",6,3600,"MFG_OrderItem.128","2019-10-24","20191024191458752523"
"MFG_Order.216","MFG_Custom.5","Utility Broom UB1000",7,3600,"MFG_OrderItem.129","2019-10-24","20191024191458752523"
"MFG_Order.4114","MFG_Custom.10","Compactor 9500",3,10530,"MFG_OrderItem.130","2019-10-24","20191024191458752523"
"MFG_Order.4115","MFG_Custom.10","Compactor 9500",3,10530,"MFG_OrderItem.131","2019-10-24","20191024191458752523"
"MFG_Order.4116","MFG_Custom.10","Compactor 9500",3,10530,"MFG_OrderItem.132","2019-10-24","20191024191458752523"
"MFG_Order.4117","MFG_Custom.10","Compactor 9500",3,10530,"MFG_OrderItem.133","2019-10-24","20191024191458752523"
"MFG_Order.4118","MFG_Custom.10","Compactor 9500",3,10530,"MFG_OrderItem.134","2019-10-24","20191024191458752523"
"MFG_Order.4119","MFG_Custom.10","Compactor 9500",3,10530,"MFG_OrderItem.135","2019-10-24","20191024191458752523"
"MFG_Order.3590","MFG_Custom.6","Trencher T48",9,5440,"MFG_OrderItem.136","2019-10-24","20191024191458752523"
"MFG_Order.3591","MFG_Custom.6","Trencher T48",9,5440,"MFG_OrderItem.137","2019-10-24","20191024191458752523"
"MFG_Order.3592","MFG_Custom.6","Trencher T48",9,5440,"MFG_OrderItem.138","2019-10-24","20191024191458752523"
"MFG_Order.3593","MFG_Custom.6","Trencher T48",8,5440,"MFG_OrderItem.139","2019-10-24","20191024191458752523"
"MFG_Order.3594","MFG_Custom.6","Trencher T48",9,5440,"MFG_OrderItem.140","2019-10-24","20191024191458752523"
"MFG_Order.3595","MFG_Custom.6","Trencher T48",8,5440,"MFG_OrderItem.141","2019-10-24","20191024191458752523"
"MFG_Order.1691","MFG_Custom.12","Ripper 27",39,760,"MFG_OrderItem.142","2019-10-24","20191024191458752523"
"MFG_Order.1692","MFG_Custom.12","Ripper 27",36,760,"MFG_OrderItem.143","2019-10-24","20191024191458752523"
"MFG_Order.1693","MFG_Custom.12","Ripper 27",44,760,"MFG_OrderItem.144","2019-10-24","20191024191458752523"
"MFG_Order.1694","MFG_Custom.12","Ripper 27",40,760,"MFG_OrderItem.145","2019-10-24","20191024191458752523"
"MFG_Order.1695","MFG_Custom.12","Ripper 27",36,760,"MFG_OrderItem.146","2019-10-24","20191024191458752523"
"MFG_Order.1696","MFG_Custom.12","Ripper 27",44,760,"MFG_OrderItem.147","2019-10-24","20191024191458752523"
"MFG_Order.1697","MFG_Custom.12","Ripper 27",41,760,"MFG_OrderItem.148","2019-10-24","20191024191458752523"
"MFG_Order.1698","MFG_Custom.12","Ripper 27",38,760,"MFG_OrderItem.149","2019-10-24","20191024191458752523"
"MFG_Order.1699","MFG_Custom.12","Ripper 27",43,760,"MFG_OrderItem.150","2019-10-24","20191024191458752523"
"MFG_Order.1742","MFG_Custom.12","Ripper 27",45,760,"MFG_OrderItem.151","2019-10-24","20191024191458752523"
"MFG_Order.1743","MFG_Custom.12","Ripper 27",39,760,"MFG_OrderItem.152","2019-10-24","20191024191458752523"
"MFG_Order.1744","MFG_Custom.12","Ripper 27",40,760,"MFG_OrderItem.153","2019-10-24","20191024191458752523"
"MFG_Order.3279","MFG_Custom.4","Pickup Broom PB200",5,5550,"MFG_OrderItem.154","2019-10-24","20191024191458752523"
"MFG_Order.3280","MFG_Custom.4","Pickup Broom PB200",5,5550,"MFG_OrderItem.155","2019-10-24","20191024191458752523"
"MFG_Order.3281","MFG_Custom.4","Pickup Broom PB200",5,5550,"MFG_OrderItem.156","2019-10-24","20191024191458752523"
"MFG_Order.3282","MFG_Custom.4","Pickup Broom PB200",5,5550,"MFG_OrderItem.157","2019-10-24","20191024191458752523"
"MFG_Order.3283","MFG_Custom.4","Pickup Broom PB200",5,5550,"MFG_OrderItem.158","2019-10-24","20191024191458752523"
"MFG_Order.3284","MFG_Custom.4","Pickup Broom PB200",5,5550,"MFG_OrderItem.159","2019-10-24","20191024191458752523"
"MFG_Order.3285","MFG_Custom.4","Pickup Broom PB200",5,5550,"MFG_OrderItem.160","2019-10-24","20191024191458752523"
"MFG_Order.3286","MFG_Custom.4","Pickup Broom PB200",5,5550,"MFG_OrderItem.161","2019-10-24","20191024191458752523"
"MFG_Order.3287","MFG_Custom.4","Pickup Broom PB200",5,5550,"MFG_OrderItem.162","2019-10-24","20191024191458752523"
"MFG_Order.3288","MFG_Custom.4","Pickup Broom PB200",5,5550,"MFG_OrderItem.163","2019-10-24","20191024191458752523"
"MFG_Order.3289","MFG_Custom.4","Pickup Broom PB200",5,5550,"MFG_OrderItem.164","2019-10-24","20191024191458752523"
"MFG_Order.3290","MFG_Custom.4","Pickup Broom PB200",5,5550,"MFG_OrderItem.165","2019-10-24","20191024191458752523"
"MFG_Order.4619","MFG_Custom.6","Trencher T48",10,5056,"MFG_OrderItem.166","2019-10-24","20191024191458752523"
"MFG_Order.4620","MFG_Custom.6","Trencher T48",10,5056,"MFG_OrderItem.167","2019-10-24","20191024191458752523"
"MFG_Order.4621","MFG_Custom.6","Trencher T48",9,5056,"MFG_OrderItem.168","2019-10-24","20191024191458752523"
"MFG_Order.4622","MFG_Custom.6","Trencher T48",9,5056,"MFG_OrderItem.169","2019-10-24","20191024191458752523"
"MFG_Order.4623","MFG_Custom.6","Trencher T48",10,5056,"MFG_OrderItem.170","2019-10-24","20191024191458752523"
"MFG_Order.4624","MFG_Custom.6","Trencher T48",10,5056,"MFG_OrderItem.171","2019-10-24","20191024191458752523"
"MFG_Order.4625","MFG_Custom.6","Trencher T48",9,5056,"MFG_OrderItem.172","2019-10-24","20191024191458752523"
"MFG_Order.4626","MFG_Custom.6","Trencher T48",10,5056,"MFG_OrderItem.173","2019-10-24","20191024191458752523"
"MFG_Order.4627","MFG_Custom.6","Trencher T48",10,5056,"MFG_OrderItem.174","2019-10-24","20191024191458752523"
"MFG_Order.4628","MFG_Custom.6","Trencher T48",10,5056,"MFG_OrderItem.175","2019-10-24","20191024191458752523"
"MFG_Order.4643","MFG_Custom.6","Trencher T48",9,5056,"MFG_OrderItem.176","2019-10-24","20191024191458752523"
"MFG_Order.4644","MFG_Custom.6","Trencher T48",9,5056,"MFG_OrderItem.177","2019-10-24","20191024191458752523"
"MFG_Order.3356","MFG_Custom.5","Utility Broom UB1000",6,4365,"MFG_OrderItem.178","2019-10-24","20191024191458752523"
"MFG_Order.3357","MFG_Custom.5","Utility Broom UB1000",6,4365,"MFG_OrderItem.179","2019-10-24","20191024191458752523"
"MFG_Order.3358","MFG_Custom.5","Utility Broom UB1000",6,4365,"MFG_OrderItem.180","2019-10-24","20191024191458752523"
"MFG_Order.3477","MFG_Custom.7","Trencher T60",3,6300,"MFG_OrderItem.181","2019-10-24","20191024191458752523"
"MFG_Order.3478","MFG_Custom.7","Trencher T60",3,6300,"MFG_OrderItem.182","2019-10-24","20191024191458752523"
"MFG_Order.3479","MFG_Custom.7","Trencher T60",3,6300,"MFG_OrderItem.183","2019-10-24","20191024191458752523"
"MFG_Order.3480","MFG_Custom.7","Trencher T60",3,6300,"MFG_OrderItem.184","2019-10-24","20191024191458752523"
"MFG_Order.3481","MFG_Custom.7","Trencher T60",3,6300,"MFG_OrderItem.185","2019-10-24","20191024191458752523"
"MFG_Order.3482","MFG_Custom.7","Trencher T60",3,6300,"MFG_OrderItem.186","2019-10-24","20191024191458752523"
"MFG_Order.4401","MFG_Custom.13","Ripper 34",88,1255,"MFG_OrderItem.187","2019-10-24","20191024191458752523"
"MFG_Order.4402","MFG_Custom.13","Ripper 34",83,1255,"MFG_OrderItem.188","2019-10-24","20191024191458752523"
"MFG_Order.4403","MFG_Custom.13","Ripper 34",86,1255,"MFG_OrderItem.189","2019-10-24","20191024191458752523"
"MFG_Order.4404","MFG_Custom.13","Ripper 34",76,1255,"MFG_OrderItem.190","2019-10-24","20191024191458752523"
"MFG_Order.4405","MFG_Custom.13","Ripper 34",84,1255,"MFG_OrderItem.191","2019-10-24","20191024191458752523"
"MFG_Order.134","MFG_Custom.139","Pickup Broom PB100",8,5244,"MFG_OrderItem.192","2019-10-24","20191024191458752523"
"MFG_Order.135","MFG_Custom.139","Pickup Broom PB100",7,5244,"MFG_OrderItem.193","2019-10-24","20191024191458752523"
"MFG_Order.136","MFG_Custom.139","Pickup Broom PB100",8,5244,"MFG_OrderItem.194","2019-10-24","20191024191458752523"
"MFG_Order.137","MFG_Custom.139","Pickup Broom PB100",8,5244,"MFG_OrderItem.195","2019-10-24","20191024191458752523"
"MFG_Order.138","MFG_Custom.139","Pickup Broom PB100",8,5244,"MFG_OrderItem.196","2019-10-24","20191024191458752523"
"MFG_Order.139","MFG_Custom.139","Pickup Broom PB100",8,5244,"MFG_OrderItem.197","2019-10-24","20191024191458752523"
"MFG_Order.140","MFG_Custom.139","Pickup Broom PB100",8,5244,"MFG_OrderItem.198","2019-10-24","20191024191458752523"
"MFG_Order.141","MFG_Custom.139","Pickup Broom PB100",8,5244,"MFG_OrderItem.199","2019-10-24","20191024191458752523"
"MFG_Order.142","MFG_Custom.139","Pickup Broom PB100",7,5244,"MFG_OrderItem.200","2019-10-24","20191024191458752523"
"MFG_Order.143","MFG_Custom.139","Pickup Broom PB100",7,5244,"MFG_OrderItem.201","2019-10-24","20191024191458752523"
"MFG_Order.144","MFG_Custom.139","Pickup Broom PB100",8,5244,"MFG_OrderItem.202","2019-10-24","20191024191458752523"
"MFG_Order.145","MFG_Custom.139","Pickup Broom PB100",7,5244,"MFG_OrderItem.203","2019-10-24","20191024191458752523"
"MFG_Order.146","MFG_Custom.139","Pickup Broom PB100",8,5244,"MFG_OrderItem.204","2019-10-24","20191024191458752523"
"MFG_Order.147","MFG_Custom.139","Pickup Broom PB100",8,5244,"MFG_OrderItem.205","2019-10-24","20191024191458752523"
"MFG_Order.148","MFG_Custom.139","Pickup Broom PB100",7,5244,"MFG_OrderItem.206","2019-10-24","20191024191458752523"
"MFG_Order.149","MFG_Custom.139","Pickup Broom PB100",7,5244,"MFG_OrderItem.207","2019-10-24","20191024191458752523"
"MFG_Order.150","MFG_Custom.139","Pickup Broom PB100",7,5244,"MFG_OrderItem.208","2019-10-24","20191024191458752523"
"MFG_Order.151","MFG_Custom.139","Pickup Broom PB100",7,5244,"MFG_OrderItem.209","2019-10-24","20191024191458752523"
"MFG_Order.1919","MFG_Custom.139","Pickup Broom PB100",3,6279,"MFG_OrderItem.210","2019-10-24","20191024191458752523"
"MFG_Order.1920","MFG_Custom.139","Pickup Broom PB100",3,6279,"MFG_OrderItem.211","2019-10-24","20191024191458752523"
"MFG_Order.1921","MFG_Custom.139","Pickup Broom PB100",3,6279,"MFG_OrderItem.212","2019-10-24","20191024191458752523"
"MFG_Order.1922","MFG_Custom.139","Pickup Broom PB100",3,6279,"MFG_OrderItem.213","2019-10-24","20191024191458752523"
"MFG_Order.1923","MFG_Custom.139","Pickup Broom PB100",3,6279,"MFG_OrderItem.214","2019-10-24","20191024191458752523"
"MFG_Order.1924","MFG_Custom.139","Pickup Broom PB100",3,6279,"MFG_OrderItem.215","2019-10-24","20191024191458752523"
"MFG_Order.1144","MFG_Custom.137","Sweeper S1000",6,5325,"MFG_OrderItem.216","2019-10-24","20191024191458752523"
"MFG_Order.1145","MFG_Custom.137","Sweeper S1000",5,5325,"MFG_OrderItem.217","2019-10-24","20191024191458752523"
"MFG_Order.1146","MFG_Custom.137","Sweeper S1000",6,5325,"MFG_OrderItem.218","2019-10-24","20191024191458752523"
"MFG_Order.1147","MFG_Custom.137","Sweeper S1000",6,5325,"MFG_OrderItem.219","2019-10-24","20191024191458752523"
"MFG_Order.1148","MFG_Custom.137","Sweeper S1000",5,5325,"MFG_OrderItem.220","2019-10-24","20191024191458752523"
"MFG_Order.1149","MFG_Custom.137","Sweeper S1000",5,5325,"MFG_OrderItem.221","2019-10-24","20191024191458752523"
